['Time', '0: 2004-12-01', '1: 2008-09-05', '2: 2008-12-11', '3: 2009-01-14', '4: 2009-03-19', '5: 2010-09-15', '6: 2011-01-20', '7: 2012-03-06', '8: 2012-10-09', '9: 2012-11-14', '10: 2012-12-12', '11: 2013-12-12', '12: 2014-03-24', '13: 2015-05-27', '14: 2016-05-26', '15: 2017-09-15', '16: 2017-09-22', '17: 2018-02-19', '18: 2019-01-08', '19: 2019-05-22', '20: 2019-08-13', '21: 2021-04-06', '22: 2021-07-10', '23: 2021-08-15', '24: 2022-01-03', '25: 2022-05-25', '26: 2024-01-25', '27: 2024-02-09', '28: 2024-02-23', '29: 2024-02-28', '30: 2024-03-08', '31: 2024-12-26', '32: 1994-07-02', '33: 1997-08-13', '34: 1997-11-16', '35: 2021-02-20', '36: 2017-01-31', '37: 2018-10-10', '38: 2018-04-15', '39: 2018-01-28', '40: 2016-10-05', '41: 2016-01-28', '42: 2015-11-04', '43: 2015-03-27', '44: 2015-03-16', '45: 2011-12-07', 'Count']
['2000-03-11 07:42:23', "(POF,102.389,(r)) (H3,102.531,(d)) (conjunction,8.55')\n(H3,98.171,(r)) (POF,98.037,(c)) (conjunction,7.99')", '1', '2', '3', '4', "(H1,38.133,(r)) (Venus,338.157,(d)) (sextile,1.45')\n(H3,98.171,(r)) (Venus,338.157,(d)) (trine,0.79')", '6', "(Venus,327.328,(r)) (H9,267.280,(c)) (sextile,2.93')", '8', '9', '10', '11', '12', '13', '14', "(H10,310.469,(r)) (Venus,310.558,(c)) (conjunction,5.36')", '16', '17', "(H1,38.133,(r)) (Moon,38.060,(c)) (conjunction,4.37')", "(Mars,21.318,(r)) (H1,21.477,(c)) (conjunction,9.56')", "(Mars,21.318,(r)) (H1,21.278,(c)) (conjunction,2.38')", '21', "(H10,310.469,(r)) (Mars,40.482,(d)) (square,0.82')", '23', '24', '25', '26', '27', "(Jupiter,34.711,(r)) (H10,334.674,(d)) (sextile,2.26')", "(Jupiter,34.711,(r)) (H4,154.688,(d)) (trine,1.40')", "(Jupiter,34.711,(r)) (H10,334.714,(d)) (sextile,0.16')", "(H3,98.171,(r)) (Mean_Node,98.233,(c)) (conjunction,3.72')", "(H1,38.133,(r)) (Saturn,38.090,(c)) (conjunction,2.61')", "(H1,38.133,(r)) (Neptune,308.124,(d)) (square,0.55')", '34', '35', "(Venus,327.328,(r)) (H10,327.371,(d)) (conjunction,2.54')", "(H1,38.133,(r)) (Moon,38.278,(c)) (conjunction,8.71')", '38', '39', '40', "(Moon,55.298,(r)) (H10,295.305,(c)) (trine,0.39')", '42', "(Sun,351.043,(r)) (H1,50.985,(d)) (sextile,3.47')", "(Sun,351.043,(r)) (H1,50.960,(d)) (sextile,5.00')", '45', 21]
['2000-03-11 09:14:39', '0', '1', '2', '3', "(H3,120.420,(r)) (Sun,0.446,(d)) (trine,1.56')", '5', '6', '7', '8', '9', '10', "(Mars,21.365,(r)) (H12,21.361,(c)) (conjunction,0.27')", '12', '13', '14', '15', "(Saturn,43.329,(r)) (H1,43.220,(c)) (conjunction,6.54')", "(Uranus,318.702,(r)) (H3,138.754,(d)) (opposition,3.10')", "(H3,120.420,(r)) (Uranus,300.248,(c)) (opposition,10.31')", '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', "(H1,58.139,(r)) (Mercury,358.096,(d)) (sextile,2.55')", '30', '31', '32', "(Neptune,305.685,(r)) (POF,125.798,(d)) (opposition,6.75')", "(Moon,56.196,(r)) (H7,236.173,(c)) (opposition,1.36')", "(H8,268.061,(r)) (Pluto,267.951,(d)) (conjunction,6.57')", '36', "(H3,120.420,(r)) (Uranus,300.486,(c)) (opposition,3.95')", '38', "(Uranus,318.702,(r)) (H3,138.690,(d)) (opposition,0.72')", "(H10,334.165,(r)) (Sun,334.169,(c)) (conjunction,0.25')", "(Sun,351.107,(r)) (H10,350.969,(d)) (conjunction,8.29')\n(POF,123.227,(r)) (Uranus,303.101,(c)) (opposition,7.54')", "(POF,123.227,(r)) (Uranus,303.328,(c)) (opposition,6.06')", "(Uranus,318.702,(r)) (POF,138.612,(d)) (opposition,5.42')\n(Uranus,318.702,(r)) (H10,318.793,(c)) (conjunction,5.46')", "(Uranus,318.702,(r)) (POF,138.580,(d)) (opposition,7.33')\n(Uranus,318.702,(r)) (H10,318.823,(c)) (conjunction,7.27')", '45', 19]
['2000-03-11 08:56:39', "(H3,115.946,(r)) (Sun,355.934,(d)) (trine,0.70')", '1', '2', '3', '4', "(Uranus,318.701,(r)) (H10,318.743,(c)) (conjunction,2.52')", '6', '7', '8', '9', '10', '11', '12', '13', "(H8,263.961,(r)) (Pluto,264.007,(d)) (conjunction,2.77')", '15', '16', '17', '18', "(Uranus,318.701,(r)) (POF,138.645,(d)) (opposition,3.37')", "(H9,295.946,(r)) (Saturn,25.925,(c)) (square,1.25')", '21', '22', '23', "(H1,54.253,(r)) (Jupiter,54.087,(d)) (conjunction,9.98')", "(H1,54.253,(r)) (Jupiter,54.428,(d)) (conjunction,10.48')\n(H9,295.946,(r)) (Mercury,356.026,(d)) (sextile,4.78')", '26', '27', '28', "(H3,115.946,(r)) (Jupiter,55.974,(d)) (sextile,1.66')", '30', '31', '32', '33', "(Mean_Node,121.340,(r)) (POF,121.452,(d)) (conjunction,6.69')\n(POF,119.179,(r)) (Mean_Node,119.074,(c)) (conjunction,6.31')", '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 11]
['2000-03-11 11:27:51', '0', '1', '2', '3', '4', '5', '6', "(Moon,57.491,(r)) (H10,357.412,(c)) (sextile,4.78')", '8', '9', '10', '11', '12', '13', '14', '15', "(Uranus,318.707,(r)) (H12,48.722,(c)) (square,0.94')", '17', '18', '19', "(H1,87.385,(r)) (Pluto,267.302,(d)) (opposition,5.01')", '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', "(H10,10.271,(r)) (Jupiter,10.334,(c)) (conjunction,3.79')", '32', '33', "(H3,156.136,(r)) (POF,156.276,(d)) (conjunction,8.41')\n(Mercury,333.382,(r)) (H3,153.550,(c)) (opposition,10.09')\n(POF,153.677,(r)) (H3,153.550,(c)) (conjunction,7.63')", '35', '36', '37', '38', "(Sun,351.199,(r)) (H10,351.087,(c)) (conjunction,6.75')", "(H10,10.271,(r)) (Venus,310.337,(c)) (sextile,3.96')", "(Uranus,318.707,(r)) (H3,138.807,(c)) (opposition,6.01')\n(POF,153.677,(r)) (Sun,333.719,(c)) (opposition,2.51')", '42', "(H3,156.136,(r)) (Uranus,336.064,(d)) (opposition,4.32')", "(H3,156.136,(r)) (Uranus,336.029,(d)) (opposition,6.41')", '45', 13]
['2000-03-11 09:37:12', "(H3,126.133,(r)) (Mean_Node,126.087,(d)) (conjunction,2.76')\n(Mean_Node,121.339,(r)) (H3,121.412,(c)) (conjunction,4.41')", '1', "(H1,63.005,(r)) (Moon,62.992,(d)) (conjunction,0.75')", '3', '4', "(POF,128.297,(r)) (Uranus,308.300,(c)) (opposition,0.20')\n(H10,340.175,(r)) (Sun,340.193,(c)) (conjunction,1.09')", '6', '7', "(H3,126.133,(r)) (Uranus,306.244,(c)) (opposition,6.67')", "(H9,306.133,(r)) (Uranus,306.146,(c)) (conjunction,0.81')", "(H9,306.133,(r)) (Uranus,306.070,(c)) (conjunction,3.75')", '11', "(Sun,351.123,(r)) (H7,231.088,(c)) (trine,2.10')", '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', "(POF,128.297,(r)) (Mercury,308.223,(c)) (opposition,4.44')", "(POF,128.297,(r)) (Mercury,308.182,(c)) (opposition,6.86')", '28', "(POF,128.297,(r)) (Mercury,308.132,(c)) (opposition,9.86')", '30', '31', '32', "(Pluto,252.897,(r)) (H4,162.898,(d)) (square,0.05')\n(POF,128.297,(r)) (Neptune,308.191,(d)) (opposition,6.32')\n(Neptune,305.686,(r)) (POF,125.699,(c)) (opposition,0.79')", "(H3,126.133,(r)) (POF,125.960,(c)) (conjunction,10.37')", '35', '36', '37', "(Venus,327.427,(r)) (POF,147.307,(d)) (opposition,7.16')", '39', '40', "(H1,63.005,(r)) (Uranus,302.990,(c)) (trine,0.88')", '42', '43', '44', '45', 18]
['2000-03-11 08:01:36', '0', '1', "(H1,42.322,(r)) (Jupiter,42.276,(d)) (conjunction,2.72')\n(Jupiter,34.714,(r)) (H1,34.800,(c)) (conjunction,5.15')\n(Jupiter,34.714,(r)) (H3,94.631,(c)) (sextile,4.95')", '3', "(Jupiter,34.714,(r)) (H7,214.568,(c)) (opposition,8.74')", '5', '6', "(Venus,327.345,(r)) (H10,327.347,(d)) (conjunction,0.13')", '8', "(H10,315.269,(r)) (Venus,315.128,(c)) (conjunction,8.44')", '10', '11', "(H4,135.269,(r)) (Mean_Node,135.222,(d)) (conjunction,2.80')", "(Mean_Node,121.342,(r)) (POF,121.336,(d)) (conjunction,0.41')", '14', '15', '16', "(Mercury,333.435,(r)) (H4,153.500,(d)) (opposition,3.92')\n(H4,135.269,(r)) (Mercury,315.174,(c)) (opposition,5.71')", '18', '19', "(Neptune,305.684,(r)) (POF,125.515,(d)) (opposition,10.13')", '21', '22', '23', "(H10,315.269,(r)) (Jupiter,15.269,(c)) (sextile,0.00')", '25', "(Neptune,305.684,(r)) (H3,125.691,(d)) (opposition,0.41')", "(Neptune,305.684,(r)) (H3,125.732,(d)) (opposition,2.89')", "(H10,315.269,(r)) (Moon,75.333,(d)) (trine,3.83')", "(H4,135.269,(r)) (Moon,75.345,(d)) (sextile,4.54')", '30', '31', '32', '33', '34', '35', "(Venus,327.345,(r)) (H3,87.259,(c)) (trine,5.16')", '37', '38', "(Mercury,333.435,(r)) (H10,333.437,(d)) (conjunction,0.16')\n(H10,315.269,(r)) (Mercury,315.232,(c)) (conjunction,2.23')", '40', '41', "(Moon,55.485,(r)) (H1,55.649,(d)) (conjunction,9.84')", '43', '44', '45', 20]
['2000-03-11 15:08:31', "(H3,219.621,(r)) (POF,219.514,(d)) (conjunction,6.43')\n(POF,214.375,(r)) (H3,214.541,(c)) (conjunction,9.92')", '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 2]
['2000-03-11 09:44:23', '0', "(POF,129.919,(r)) (Mean_Node,129.955,(d)) (conjunction,2.18')\n(Mean_Node,121.339,(r)) (POF,121.401,(c)) (conjunction,3.73')", '2', '3', "(H4,162.109,(r)) (Mercury,342.127,(d)) (opposition,1.06')\n(POF,129.919,(r)) (Uranus,309.774,(c)) (opposition,8.66')", "(H1,64.562,(r)) (Moon,64.637,(d)) (conjunction,4.53')", "(H3,127.985,(r)) (Uranus,307.929,(c)) (opposition,3.39')", '7', '8', '9', '10', '11', '12', '13', '14', "(POF,129.919,(r)) (Venus,309.940,(c)) (opposition,1.28')", '16', "(Mean_Node,121.339,(r)) (H4,181.296,(d)) (sextile,2.57')", '18', '19', '20', '21', "(H10,342.109,(r)) (Uranus,341.989,(d)) (conjunction,7.25')", "(H10,342.109,(r)) (Uranus,342.098,(d)) (conjunction,0.69')\n(Mars,21.381,(r)) (H12,21.257,(c)) (conjunction,7.43')", '24', "(Mercury,333.408,(r)) (POF,153.579,(d)) (opposition,10.27')\n(POF,129.919,(r)) (Mercury,309.768,(c)) (opposition,9.03')", "(Mercury,333.408,(r)) (H3,153.413,(d)) (opposition,0.29')\n(H3,127.985,(r)) (Mercury,308.123,(c)) (opposition,8.24')", "(Mercury,333.408,(r)) (H3,153.459,(d)) (opposition,3.03')\n(H3,127.985,(r)) (Mercury,308.082,(c)) (opposition,5.82')", '28', "(Mercury,333.408,(r)) (H3,153.516,(d)) (opposition,6.44')\n(H3,127.985,(r)) (Mercury,308.032,(c)) (opposition,2.81')", '30', '31', '32', '33', '34', '35', '36', "(Venus,327.433,(r)) (H3,147.577,(d)) (opposition,8.65')", '38', '39', "(Venus,327.433,(r)) (POF,147.391,(d)) (opposition,2.51')\n(Uranus,318.703,(r)) (H1,78.790,(d)) (trine,5.22')", "(Sun,351.128,(r)) (H1,51.073,(c)) (sextile,3.26')", "(H10,342.109,(r)) (Moon,42.023,(c)) (sextile,5.16')", '43', '44', '45', 24]
['2000-03-11 10:38:23', "(Venus,327.479,(r)) (H3,147.443,(d)) (opposition,2.16')", '1', '2', '3', "(Pluto,252.897,(r)) (H3,132.817,(c)) (trine,4.84')", '5', '6', '7', '8', "(Venus,327.479,(r)) (H1,87.473,(d)) (trine,0.40')", "(Venus,327.479,(r)) (H1,87.541,(d)) (trine,3.72')", '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', "(Mercury,333.394,(r)) (H10,333.220,(c)) (conjunction,10.48')", '26', '27', '28', '29', '30', "(Moon,57.010,(r)) (H3,116.994,(c)) (sextile,0.96')", '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', "(H1,76.329,(r)) (Mercury,316.334,(c)) (trine,0.28')", "(H1,76.329,(r)) (Mercury,316.365,(c)) (trine,2.15')", '45', 8]
['2000-03-11 10:08:47', '0', '1', '2', '3', '4', '5', '6', "(POF,135.432,(r)) (Venus,315.409,(c)) (opposition,1.35')", "(H3,134.368,(r)) (Mean_Node,134.342,(d)) (conjunction,1.53')", "(H9,314.368,(r)) (Mean_Node,134.447,(d)) (opposition,4.76')\n(Mean_Node,121.338,(r)) (H9,301.495,(c)) (opposition,9.43')", "(H9,314.368,(r)) (Mean_Node,134.528,(d)) (opposition,9.65')\n(Mean_Node,121.338,(r)) (H9,301.419,(c)) (opposition,4.88')", '11', "(Mean_Node,121.338,(r)) (POF,121.184,(c)) (conjunction,9.22')", '13', '14', "(Mercury,333.402,(r)) (H3,153.240,(d)) (opposition,9.69')\n(H1,69.854,(r)) (Sun,9.837,(d)) (sextile,1.04')\n(Moon,56.722,(r)) (H3,116.753,(c)) (sextile,1.83')\n(H1,69.854,(r)) (Venus,309.808,(c)) (trine,2.76')", '16', '17', "(Jupiter,34.732,(r)) (H3,154.704,(d)) (trine,1.68')\n(H10,348.708,(r)) (Venus,348.530,(d)) (conjunction,10.72')", "(H1,69.854,(r)) (Uranus,339.914,(d)) (square,3.58')", '20', '21', '22', '23', "(H3,134.368,(r)) (Sun,14.402,(d)) (trine,2.05')", '25', "(H3,134.368,(r)) (Mars,44.384,(d)) (square,0.97')", "(H3,134.368,(r)) (Mars,44.422,(d)) (square,3.28')", '28', '29', '30', '31', '32', '33', '34', "(Mean_Node,121.338,(r)) (H8,301.229,(d)) (opposition,6.53')\n(Moon,56.722,(r)) (H4,146.749,(c)) (square,1.64')", '36', '37', '38', '39', "(Mercury,333.402,(r)) (POF,153.288,(d)) (opposition,6.82')", "(H1,69.854,(r)) (Moon,69.745,(d)) (conjunction,6.53')", '42', "(H10,348.708,(r)) (Mercury,348.791,(d)) (conjunction,4.99')\n(H10,348.708,(r)) (Jupiter,48.666,(d)) (sextile,2.50')", "(H10,348.708,(r)) (Mercury,348.758,(d)) (conjunction,2.99')\n(H10,348.708,(r)) (Jupiter,48.639,(d)) (sextile,4.14')", '45', 25]
['2000-03-11 13:41:12', '0', "(Mars,21.503,(r)) (H7,291.469,(c)) (square,2.06')", '2', '3', '4', "(Jupiter,34.762,(r)) (H10,34.777,(c)) (conjunction,0.85')", '6', "(Mercury,333.349,(r)) (H10,33.273,(c)) (sextile,4.58')", '8', '9', '10', '11', "(Sun,351.292,(r)) (POF,171.342,(c)) (opposition,3.02')\n(Moon,58.789,(r)) (H3,178.863,(c)) (trine,4.46')", '13', '14', "(Venus,327.636,(r)) (H10,27.575,(c)) (sextile,3.65')", '16', '17', "(H3,195.028,(r)) (Jupiter,15.080,(c)) (opposition,3.16')", '19', '20', '21', '22', '23', '24', '25', "(Pluto,252.898,(r)) (H12,73.013,(c)) (opposition,6.92')", "(Pluto,252.898,(r)) (H12,72.977,(c)) (opposition,4.75')", '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', "(H10,45.329,(r)) (Moon,45.151,(c)) (conjunction,10.69')", "(H10,45.329,(r)) (Moon,45.180,(c)) (conjunction,8.95')", '45', 11]
['2000-03-11 13:15:19', '0', '1', '2', '3', '4', "(H3,187.477,(r)) (Uranus,307.529,(c)) (trine,3.09')", "(Venus,327.614,(r)) (H10,27.652,(c)) (sextile,2.31')", '7', "(H3,187.477,(r)) (Mars,7.656,(c)) (opposition,10.73')", '9', '10', '11', "(Sun,351.274,(r)) (H3,171.268,(c)) (opposition,0.35')", '13', "(H10,38.763,(r)) (Mars,38.898,(d)) (conjunction,8.10')", '15', "(Pluto,252.898,(r)) (H12,72.805,(c)) (opposition,5.58')", '17', '18', '19', '20', '21', "(Pluto,252.898,(r)) (H9,342.913,(c)) (square,0.92')", '23', '24', '25', "(H3,187.477,(r)) (Mean_Node,97.562,(c)) (square,5.07')", "(H1,113.416,(r)) (Uranus,293.578,(c)) (opposition,9.71')\n(H3,187.477,(r)) (Mean_Node,97.523,(c)) (square,2.76')", '28', '29', '30', '31', '32', "(Venus,327.614,(r)) (H8,327.542,(c)) (conjunction,4.34')", '34', '35', '36', "(H3,187.477,(r)) (Venus,307.548,(c)) (trine,4.26')", '38', "(H1,113.416,(r)) (Mercury,353.508,(d)) (trine,5.48')", '40', '41', '42', '43', '44', '45', 13]
['2000-03-11 14:21:04', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', "(Jupiter,34.768,(r)) (H1,154.697,(d)) (trine,4.25')\n(Sun,351.320,(r)) (H1,111.265,(c)) (trine,3.30')", "(H10,55.203,(r)) (Pluto,235.330,(c)) (opposition,7.62')", "(H10,55.203,(r)) (Pluto,235.118,(c)) (opposition,5.08')", '21', '22', "(Saturn,43.349,(r)) (POF,223.230,(d)) (opposition,7.15')", '24', '25', '26', '27', '28', "(Sun,351.320,(r)) (POF,171.426,(c)) (opposition,6.38')\n(Moon,59.177,(r)) (H3,179.102,(c)) (trine,4.51')", '30', '31', '32', "(Venus,327.670,(r)) (H4,237.667,(d)) (square,0.21')\n(H1,131.588,(r)) (Saturn,41.553,(c)) (square,2.10')", '34', "(H4,235.203,(r)) (Mean_Node,145.150,(d)) (square,3.17')", "(H1,131.588,(r)) (Mercury,311.526,(c)) (opposition,3.73')", '37', '38', "(Mercury,333.339,(r)) (H1,153.474,(d)) (opposition,8.10')", '40', '41', '42', '43', '44', '45', 12]
['2000-03-11 10:33:35', '0', '1', '2', '3', '4', "(POF,141.075,(r)) (Mercury,321.094,(c)) (opposition,1.12')\n(H3,141.020,(r)) (Mercury,321.094,(c)) (opposition,4.39')", '6', "(H1,75.273,(r)) (Venus,315.326,(c)) (trine,3.17')", '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', "(H9,321.020,(r)) (Pluto,231.047,(c)) (square,1.60')", '23', "(Jupiter,34.736,(r)) (H1,94.665,(d)) (sextile,4.24')\n(H1,75.273,(r)) (Moon,75.427,(d)) (conjunction,9.19')", "(H10,355.463,(r)) (Jupiter,55.398,(d)) (sextile,3.88')", "(Pluto,252.897,(r)) (H12,73.046,(d)) (opposition,8.92')", '27', '28', '29', '30', '31', '32', "(Pluto,252.897,(r)) (H1,73.053,(c)) (opposition,9.36')", "(Uranus,318.705,(r)) (POF,138.612,(c)) (opposition,5.55')\n(Uranus,318.705,(r)) (H3,138.558,(c)) (opposition,8.83')", "(Venus,327.475,(r)) (H1,57.398,(c)) (square,4.63')", '36', "(H3,141.020,(r)) (Mean_Node,141.010,(d)) (conjunction,0.60')", '38', '39', '40', '41', '42', '43', '44', '45', 13]
['2000-03-11 15:22:07', '0', '1', '2', '3', "(Mean_Node,121.326,(r)) (H4,241.396,(c)) (trine,4.20')", '5', "(Moon,59.772,(r)) (H10,59.657,(c)) (conjunction,6.91')", '7', "(Sun,351.362,(r)) (H10,81.332,(d)) (square,1.77')", '9', '10', '11', '12', "(Sun,351.362,(r)) (H8,351.346,(c)) (conjunction,0.98')", '14', '15', '16', "(H3,223.282,(r)) (Moon,43.373,(c)) (opposition,5.48')", '18', '19', '20', '21', '22', '23', '24', "(POF,218.865,(r)) (Moon,39.026,(c)) (opposition,9.66')", '26', '27', "(POF,218.865,(r)) (H2,219.030,(d)) (conjunction,9.87')", '29', '30', '31', '32', '33', "(Mercury,333.324,(r)) (H7,333.428,(d)) (conjunction,6.21')", '35', '36', '37', "(H3,223.282,(r)) (Moon,43.220,(c)) (opposition,3.67')", "(Mean_Node,121.326,(r)) (H3,241.416,(d)) (trine,5.36')\n(H3,223.282,(r)) (Moon,43.434,(c)) (opposition,9.15')", "(H1,150.455,(r)) (Sun,330.365,(c)) (opposition,5.42')", "(Sun,351.362,(r)) (H1,171.458,(d)) (opposition,5.76')\n(H10,69.817,(r)) (Venus,309.738,(c)) (trine,4.76')", '42', '43', '44', '45', 14]
['2000-03-11 09:53:44', '0', '1', '2', '3', "(H3,130.408,(r)) (Mean_Node,130.538,(d)) (conjunction,7.82')\n(Mean_Node,121.338,(r)) (H3,121.323,(c)) (conjunction,0.94')", "(Mercury,333.406,(r)) (H10,333.563,(c)) (conjunction,9.46')", '6', "(Moon,56.576,(r)) (H1,56.398,(c)) (conjunction,10.65')", '8', "(H1,66.583,(r)) (Moon,66.679,(d)) (conjunction,5.80')\n(H10,344.626,(r)) (Moon,44.719,(c)) (sextile,5.58')", "(H1,66.583,(r)) (Moon,66.746,(d)) (conjunction,9.78')\n(H10,344.626,(r)) (Moon,44.653,(c)) (sextile,1.57')", '11', "(Uranus,318.703,(r)) (H7,258.649,(d)) (sextile,3.23')", "(POF,132.024,(r)) (Venus,312.199,(c)) (opposition,10.51')", '14', '15', '16', '17', '18', "(Mars,21.386,(r)) (H9,291.445,(c)) (square,3.56')", '20', '21', "(H9,310.408,(r)) (Mercury,310.509,(c)) (conjunction,6.11')", '23', '24', '25', '26', '27', "(Venus,327.441,(r)) (H1,87.396,(d)) (trine,2.69')", "(Venus,327.441,(r)) (H1,87.408,(d)) (trine,1.95')", "(Venus,327.441,(r)) (H1,87.431,(d)) (trine,0.62')", '31', '32', '33', '34', '35', "(H3,130.408,(r)) (Moon,70.325,(d)) (sextile,4.99')\n(H3,130.408,(r)) (Venus,310.511,(c)) (opposition,6.18')", '37', "(Sun,351.134,(r)) (H1,51.211,(c)) (sextile,4.59')", '39', "(Venus,327.441,(r)) (H10,327.308,(c)) (conjunction,7.95')", '41', '42', '43', '44', "(Moon,56.576,(r)) (H1,56.607,(c)) (conjunction,1.90')", 20]
['2000-03-11 10:54:31', '0', '1', '2', '3', "(H4,181.181,(r)) (Sun,1.068,(d)) (opposition,6.77')", '5', '6', '7', "(Saturn,43.335,(r)) (H3,133.380,(c)) (square,2.71')", '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', "(Mercury,333.390,(r)) (H1,63.406,(c)) (square,0.97')\n(Neptune,305.687,(r)) (POF,125.769,(c)) (opposition,4.92')", "(H9,326.765,(r)) (Neptune,326.613,(d)) (conjunction,9.10')\n(Neptune,305.687,(r)) (POF,125.540,(c)) (opposition,8.82')", '21', '22', '23', "(Sun,351.176,(r)) (H3,171.314,(d)) (opposition,8.25')", '25', '26', '27', '28', '29', '30', "(Venus,327.493,(r)) (H10,27.492,(d)) (sextile,0.07')\n(Jupiter,34.739,(r)) (H10,334.796,(c)) (sextile,3.44')", '32', '33', '34', '35', '36', '37', '38', '39', "(Jupiter,34.739,(r)) (H1,94.737,(d)) (sextile,0.08')", '41', '42', "(Mercury,333.390,(r)) (H1,93.331,(d)) (trine,3.56')", "(Mercury,333.390,(r)) (H1,93.303,(d)) (trine,5.22')", '45', 12]
['2000-03-11 11:21:04', '0', '1', '2', '3', '4', '5', '6', '7', "(H10,8.421,(r)) (Mars,8.500,(c)) (conjunction,4.75')", "(H10,8.421,(r)) (Moon,68.336,(d)) (sextile,5.07')", "(H10,8.421,(r)) (Moon,68.404,(d)) (sextile,1.01')", '11', '12', '13', "(Sun,351.195,(r)) (H10,351.029,(c)) (conjunction,9.92')", "(POF,152.072,(r)) (Sun,332.028,(c)) (opposition,2.67')", '16', '17', '18', '19', "(Saturn,43.337,(r)) (H9,313.283,(c)) (square,3.22')", '21', '22', '23', '24', "(H10,8.421,(r)) (Mercury,308.433,(c)) (sextile,0.76')", '26', '27', '28', '29', '30', '31', '32', "(Mean_Node,121.335,(r)) (H8,301.238,(d)) (opposition,5.85')\n(H8,298.599,(r)) (Mean_Node,118.702,(c)) (opposition,6.22')", '34', '35', "(Sun,351.195,(r)) (POF,171.292,(d)) (opposition,5.83')", '37', "(Venus,327.516,(r)) (H10,27.543,(d)) (sextile,1.59')", '39', '40', '41', "(H3,154.204,(r)) (Sun,334.033,(c)) (opposition,10.27')", "(Sun,351.195,(r)) (H3,171.285,(d)) (opposition,5.40')", "(Sun,351.195,(r)) (H3,171.250,(d)) (opposition,3.32')", "(POF,152.072,(r)) (Uranus,332.205,(d)) (opposition,7.98')", 15]
['2000-03-11 08:29:52', "(Venus,327.369,(r)) (H4,147.273,(d)) (opposition,5.74')", "(Mean_Node,121.341,(r)) (POF,121.375,(d)) (conjunction,2.04')\n(POF,113.142,(r)) (Mean_Node,113.181,(c)) (conjunction,2.32')", "(Moon,55.760,(r)) (H1,55.897,(d)) (conjunction,8.24')", '3', '4', "(Mercury,333.427,(r)) (H10,333.249,(d)) (conjunction,10.71')", '6', "(Jupiter,34.718,(r)) (H10,334.783,(d)) (sextile,3.91')", "(H3,109.416,(r)) (Mean_Node,109.320,(c)) (conjunction,5.79')", '9', '10', '11', '12', '13', '14', "(Mercury,333.427,(r)) (H1,33.442,(c)) (sextile,0.90')", '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', "(Venus,327.369,(r)) (H3,87.362,(c)) (trine,0.42')", '30', '31', "(Pluto,252.897,(r)) (H8,252.902,(c)) (conjunction,0.32')", "(H4,142.463,(r)) (Moon,52.551,(c)) (square,5.29')", '34', "(H4,142.463,(r)) (Mean_Node,142.537,(d)) (conjunction,4.46')", '36', '37', '38', '39', '40', "(Jupiter,34.718,(r)) (H1,34.851,(c)) (conjunction,8.00')\n(Jupiter,34.718,(r)) (H3,94.686,(c)) (sextile,1.93')", "(H1,48.459,(r)) (Jupiter,48.460,(d)) (conjunction,0.07')", '43', '44', '45', 15]
['2000-03-11 10:58:47', "(Moon,57.208,(r)) (H4,177.270,(c)) (trine,3.69')", '1', "(Uranus,318.706,(r)) (H3,138.528,(c)) (opposition,10.65')", '3', '4', "(Sun,351.179,(r)) (H10,351.063,(c)) (conjunction,6.97')\n(H1,80.845,(r)) (Mercury,320.862,(c)) (trine,1.04')", '6', '7', '8', '9', '10', '11', "(Mercury,333.389,(r)) (H7,273.402,(d)) (sextile,0.77')", '13', '14', '15', '16', '17', '18', '19', '20', '21', "(Neptune,305.687,(r)) (H9,305.551,(c)) (conjunction,8.19')", '23', '24', '25', '26', '27', '28', '29', "(Uranus,318.706,(r)) (H6,258.797,(d)) (sextile,5.47')", '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 7]
