['Time', '0: 2009-03-19', '1: 2011-12-07', '2: 2012-03-06', '3: 2012-12-12', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2016-01-26', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-01-03', '16: 2022-05-25', '17: 2024-01-11', '18: 2024-03-08', '19: 2025-06-23', '20: 2025-07-24', '21: 2025-07-25', 'Count']
['2000-03-11 15:08:31', "(Jupiter,36.672,(p)) (H7,336.800,(p)) (sextile,7.65')", "(Venus,327.711,(r)) (H9,27.590,(c)) (sextile,7.27')\n(H9,39.621,(r)) (Sun,339.594,(c)) (sextile,1.61')", "(Sun,351.352,(r)) (H9,51.198,(p)) (sextile,9.29')", '3', '4', "(Uranus,318.715,(r)) (H4,258.567,(p)) (sextile,8.86')", "(Venus,308.919,(c)) (H1,128.950,(c)) (opposition,1.82')", "(Venus,308.094,(c)) (H1,128.223,(c)) (opposition,7.73')", "(H8,6.039,(r)) (Moon,275.591,(p)) (square,26.88')", '9', "(POF,214.375,(r)) (Mars,34.473,(p)) (opposition,5.86')", '11', '12', '13', '14', "(H3,219.621,(r)) (Jupiter,39.502,(p)) (opposition,7.17')\n(Mean_Node,120.171,(p)) (H3,240.283,(p)) (trine,6.70')\n(Mercury,346.556,(c)) (H10,46.735,(c)) (sextile,10.72')", "(H9,39.621,(r)) (Jupiter,39.590,(p)) (conjunction,1.89')\n(Mercury,346.367,(c)) (H10,46.360,(c)) (sextile,0.46')", '17', "(Moon,59.639,(r)) (H1,119.554,(c)) (sextile,5.11')", "(Moon,59.639,(r)) (POF,239.577,(c)) (opposition,3.75')\n(H1,146.089,(r)) (Sun,325.954,(c)) (opposition,8.10')", "(Mercury,333.328,(r)) (H3,243.501,(p)) (square,10.39')\n(Saturn,43.352,(r)) (H10,43.275,(c)) (conjunction,4.63')", "(H1,146.089,(r)) (Moon,86.067,(c)) (sextile,1.31')", 20]
['2000-03-11 09:44:23', "(Sun,351.128,(r)) (H4,171.024,(p)) (opposition,6.24')\n(H4,162.109,(r)) (Sun,342.097,(c)) (opposition,0.74')", "(H10,342.109,(r)) (Venus,341.936,(p)) (conjunction,10.41')\n(Uranus,319.274,(p)) (H9,319.285,(p)) (conjunction,0.66')", "(H10,342.109,(r)) (Moon,221.765,(p)) (trine,20.69')\n(H10,342.109,(r)) (Venus,342.240,(p)) (conjunction,7.85')", "(POF,329.654,(c)) (H10,329.528,(c)) (conjunction,7.53')", '4', "(Mars,21.381,(r)) (H3,141.542,(p)) (trine,9.67')", '6', "(Mercury,339.167,(p)) (POF,339.253,(p)) (conjunction,5.11')\n(H3,127.985,(r)) (Venus,307.816,(c)) (opposition,10.19')", "(Sun,351.128,(r)) (H8,261.104,(c)) (square,1.43')", '9', '10', "(Uranus,318.703,(r)) (H7,258.826,(p)) (sextile,7.37')\n(Sun,351.128,(r)) (H3,111.249,(c)) (trine,7.26')", '12', '13', '14', '15', '16', "(Uranus,318.703,(r)) (H10,318.615,(c)) (conjunction,5.31')", "(Mercury,345.018,(c)) (H1,45.065,(c)) (sextile,2.80')", "(Mercury,343.849,(c)) (H1,43.974,(c)) (sextile,7.51')\n(Uranus,317.310,(c)) (H10,317.187,(c)) (conjunction,7.41')", '20', "(Mercury,343.762,(c)) (H1,43.900,(c)) (sextile,8.29')", 18]
['2000-03-11 10:38:23', '0', '1', '2', '3', "(Moon,244.084,(p)) (H12,64.345,(p)) (opposition,15.67')\n(Pluto,252.897,(r)) (H10,342.896,(c)) (square,0.10')\n(Pluto,252.811,(c)) (H10,342.896,(c)) (square,5.06')", '5', "(H1,76.329,(r)) (Venus,346.266,(p)) (square,3.75')", "(Moon,269.434,(p)) (H1,89.290,(p)) (opposition,8.62')", '8', '9', '10', '11', '12', '13', '14', "(Jupiter,34.736,(r)) (H10,334.687,(c)) (sextile,2.99')", "(Jupiter,34.736,(r)) (H1,94.623,(p)) (sextile,6.80')\n(Uranus,318.705,(r)) (H10,18.744,(p)) (sextile,2.36')", "(Mean_Node,122.599,(c)) (H12,32.655,(c)) (square,3.34')", '18', "(H1,76.329,(r)) (Sun,16.229,(p)) (sextile,6.01')", "(Sun,325.678,(c)) (H1,55.593,(c)) (square,5.08')", "(H1,76.329,(r)) (Sun,16.315,(p)) (sextile,0.83')", 12]
['2000-03-11 10:08:47', "(Uranus,318.704,(r)) (POF,18.699,(c)) (sextile,0.30')", "(Uranus,319.275,(p)) (H1,79.242,(p)) (trine,1.95')", "(Uranus,319.286,(p)) (H1,79.441,(p)) (trine,9.27')", "(H9,314.368,(r)) (Moon,253.862,(c)) (sextile,30.36')\n(Mean_Node,122.013,(c)) (H9,302.133,(c)) (opposition,7.18')", '4', "(Jupiter,34.732,(r)) (H4,154.695,(c)) (trine,2.22')", "(Venus,327.454,(r)) (H1,57.613,(c)) (square,9.52')", '7', '8', "(H10,348.708,(r)) (Moon,288.545,(p)) (sextile,9.78')\n(H3,134.368,(r)) (Moon,194.775,(c)) (sextile,24.43')\n(Jupiter,31.366,(c)) (H10,331.213,(c)) (sextile,9.20')", '10', '11', "(Mercury,333.402,(r)) (H9,333.521,(p)) (conjunction,7.14')", '13', '14', "(Venus,327.454,(r)) (H1,87.457,(p)) (trine,0.17')\n(H3,134.368,(r)) (Moon,134.788,(c)) (conjunction,25.25')", '16', '17', '18', '19', '20', "(Moon,83.057,(c)) (H10,323.336,(c)) (trine,16.74')", 14]
['2000-03-11 13:41:12', "(H7,300.317,(r)) (Sun,0.273,(p)) (sextile,2.64')", '1', "(Venus,327.636,(r)) (H9,27.543,(p)) (sextile,5.58')\n(Mean_Node,121.965,(c)) (H9,2.028,(c)) (trine,3.81')\n(POF,34.076,(c)) (H10,33.977,(c)) (conjunction,5.94')", "(Mercury,333.349,(r)) (H10,33.226,(c)) (sextile,7.37')\n(Mean_Node,121.330,(r)) (H9,1.179,(c)) (trine,9.05')", "(Saturn,44.755,(p)) (H1,134.613,(p)) (square,8.53')", "(Uranus,318.711,(r)) (POF,18.659,(p)) (sextile,3.12')\n(H4,225.329,(r)) (Mercury,345.173,(c)) (trine,9.39')\n(Jupiter,32.023,(c)) (H4,211.972,(c)) (opposition,3.10')", "(Moon,58.789,(r)) (H4,238.968,(p)) (opposition,10.72')\n(Mars,32.729,(p)) (POF,32.807,(p)) (conjunction,4.71')", '7', '8', "(Uranus,318.711,(r)) (H1,138.734,(p)) (opposition,1.33')", "(Uranus,318.711,(r)) (H1,138.755,(p)) (opposition,2.60')", "(Mean_Node,121.330,(r)) (H4,241.358,(p)) (trine,1.67')", "(H10,45.329,(r)) (Saturn,45.360,(p)) (conjunction,1.85')", '13', '14', '15', "(H1,120.317,(r)) (Venus,300.209,(c)) (opposition,6.52')", '17', "(H3,195.028,(r)) (Sun,15.081,(p)) (opposition,3.17')\n(H10,45.329,(r)) (Moon,105.216,(c)) (sextile,6.79')\n(H10,45.329,(r)) (Mercury,345.151,(c)) (sextile,10.69')", "(Venus,327.636,(r)) (H1,147.582,(p)) (opposition,3.28')", '20', "(Venus,327.636,(r)) (H1,147.684,(p)) (opposition,2.86')", 22]
['2000-03-11 13:15:19', '0', "(Venus,327.614,(r)) (H10,27.443,(c)) (sextile,10.24')\n(Moon,267.414,(c)) (H10,27.443,(c)) (trine,1.75')", "(Venus,327.614,(r)) (POF,27.449,(c)) (sextile,9.93')", "(H1,113.416,(r)) (Moon,233.188,(p)) (trine,13.73')", "(H3,187.477,(r)) (POF,7.522,(p)) (opposition,2.67')", '5', "(H4,218.763,(r)) (Venus,308.822,(c)) (square,3.51')", '7', '8', '9', "(Mars,21.490,(r)) (H10,21.632,(c)) (conjunction,8.51')", "(Moon,295.190,(p)) (H4,235.098,(p)) (sextile,5.50')", "(Pluto,252.837,(p)) (POF,72.714,(p)) (opposition,7.40')", '13', '14', "(Moon,58.537,(r)) (H10,58.518,(p)) (conjunction,1.18')\n(Mercury,333.355,(r)) (H1,93.310,(c)) (trine,2.71')", '16', '17', '18', "(Mercury,333.355,(r)) (POF,153.488,(p)) (opposition,7.96')\n(Jupiter,30.060,(c)) (H1,90.199,(c)) (sextile,8.39')", '20', "(Jupiter,30.045,(c)) (H1,90.121,(c)) (sextile,4.54')", 14]
['2000-03-11 14:21:04', '0', "(Moon,59.177,(r)) (H1,119.331,(c)) (sextile,9.21')", "(Moon,59.177,(r)) (H1,119.081,(c)) (sextile,5.80')", '3', '4', '5', '6', '7', '8', '9', '10', "(H4,235.203,(r)) (Moon,295.733,(p)) (sextile,31.82')\n(H7,311.588,(r)) (Moon,191.408,(c)) (trine,10.83')", "(Mercury,333.339,(r)) (H1,153.321,(p)) (opposition,1.11')", "(H7,311.588,(r)) (Saturn,41.623,(c)) (square,2.09')", "(H1,131.588,(r)) (Saturn,41.606,(c)) (square,1.04')\n(Neptune,305.003,(c)) (H10,35.121,(c)) (square,7.07')", "(Jupiter,34.768,(r)) (H10,34.638,(c)) (conjunction,7.79')", "(H10,55.203,(r)) (Venus,355.095,(p)) (sextile,6.47')\n(Moon,348.838,(p)) (H9,48.501,(p)) (sextile,20.19')\n(H1,131.588,(r)) (Moon,131.694,(c)) (conjunction,6.33')\n(Mean_Node,122.505,(c)) (H9,2.338,(c)) (trine,10.03')", "(Neptune,305.691,(r)) (H12,125.819,(p)) (opposition,7.64')", '18', "(Sun,351.320,(r)) (H3,231.424,(p)) (trine,6.27')\n(H3,206.466,(r)) (Moon,86.854,(c)) (trine,23.30')", '20', '21', 16]
['2000-03-11 10:33:35', '0', '1', "(Mercury,343.529,(c)) (H10,343.394,(c)) (conjunction,8.10')", '3', "(Mercury,333.396,(r)) (H12,63.273,(p)) (square,7.34')", '5', "(Mean_Node,120.531,(p)) (H8,300.657,(p)) (opposition,7.56')", '7', '8', "(H1,75.273,(r)) (Moon,195.003,(c)) (trine,16.25')", '10', '11', '12', '13', "(Pluto,252.897,(r)) (H9,342.842,(p)) (square,3.31')\n(Pluto,252.819,(p)) (H9,342.842,(p)) (square,1.40')", "(Mercury,333.396,(r)) (H10,333.415,(c)) (conjunction,1.14')\n(H1,75.273,(r)) (Moon,135.039,(c)) (sextile,14.07')", "(Mercury,333.396,(r)) (H1,93.499,(p)) (trine,6.21')", "(H1,75.273,(r)) (Mercury,345.171,(c)) (square,6.14')", '18', "(Venus,296.248,(c)) (H3,116.374,(c)) (opposition,7.57')\n(Jupiter,30.041,(c)) (H10,329.877,(c)) (sextile,9.87')", '20', "(Venus,296.140,(c)) (H3,116.290,(c)) (opposition,9.00')", 13]
['2000-03-11 15:22:07', "(Mean_Node,121.804,(c)) (H4,241.909,(c)) (trine,6.31')", "(H9,43.282,(r)) (Mercury,343.100,(c)) (sextile,10.87')", "(Moon,224.707,(p)) (H1,165.014,(p)) (sextile,18.46')\n(H9,43.282,(r)) (Mercury,343.338,(c)) (sextile,3.40')", '3', '4', '5', '6', "(POF,218.865,(r)) (Moon,218.615,(c)) (conjunction,15.03')", "(Saturn,41.970,(c)) (H1,131.802,(c)) (square,10.09')", "(Moon,59.772,(r)) (H3,239.774,(p)) (opposition,0.11')", '10', '11', '12', "(Neptune,305.014,(c)) (POF,304.920,(c)) (conjunction,5.65')", "(Mercury,333.324,(r)) (H9,63.226,(p)) (square,5.93')", '15', "(H1,150.455,(r)) (Jupiter,30.588,(c)) (trine,7.96')", "(Moon,108.517,(c)) (H3,198.330,(c)) (square,11.25')", '18', "(Moon,31.593,(p)) (H10,91.131,(p)) (sextile,27.68')", '20', '21', 12]
['2000-03-11 09:53:44', "(Uranus,319.148,(p)) (H3,139.139,(p)) (opposition,0.54')\n(Mean_Node,121.816,(c)) (H3,121.858,(c)) (conjunction,2.52')", '1', "(Moon,56.576,(r)) (H10,356.505,(p)) (sextile,4.21')", '3', '4', '5', '6', '7', "(Mars,21.386,(r)) (H8,291.400,(p)) (square,0.87')\n(H8,277.117,(r)) (Sun,7.243,(p)) (square,7.57')", "(Venus,327.441,(r)) (H3,147.583,(p)) (opposition,8.53')\n(Venus,327.441,(r)) (H10,327.266,(c)) (conjunction,10.50')", '10', '11', '12', "(Saturn,43.331,(r)) (POF,43.188,(p)) (conjunction,8.60')", '14', '15', '16', "(Uranus,317.394,(c)) (H1,47.221,(c)) (square,10.40')", "(H3,130.408,(r)) (Moon,10.401,(p)) (trine,0.38')", '19', '20', '21', 10]
['2000-03-11 10:54:31', '0', "(Moon,219.263,(p)) (H9,338.839,(p)) (trine,25.44')\n(H9,326.765,(r)) (Moon,266.256,(c)) (sextile,30.49')", '2', "(Moon,254.240,(c)) (H9,313.948,(c)) (sextile,17.51')", '4', "(Pluto,252.809,(c)) (H3,132.678,(c)) (trine,7.83')", "(Neptune,306.079,(p)) (H8,306.210,(p)) (conjunction,7.88')", "(Venus,307.876,(c)) (POF,307.971,(c)) (conjunction,5.69')", '8', '9', "(Saturn,41.860,(c)) (H12,41.947,(c)) (conjunction,5.23')", "(Venus,305.324,(c)) (H7,245.252,(c)) (sextile,4.30')", '12', '13', '14', '15', '16', '17', "(Jupiter,39.956,(p)) (H1,100.010,(p)) (sextile,3.27')", "(POF,145.886,(r)) (Sun,325.775,(c)) (opposition,6.68')", "(Mean_Node,121.336,(r)) (H3,121.511,(c)) (conjunction,10.50')", "(H1,79.896,(r)) (Uranus,319.849,(p)) (trine,2.81')\n(Mean_Node,121.336,(r)) (H3,121.508,(c)) (conjunction,10.34')", 13]
['2000-03-11 11:21:04', "(Mercury,333.384,(r)) (H7,273.402,(p)) (sextile,1.10')\n(H3,154.204,(r)) (Mercury,334.256,(p)) (opposition,3.14')\n(Uranus,318.230,(c)) (H7,258.386,(c)) (sextile,9.40')", "(Mercury,335.878,(p)) (H1,95.719,(p)) (trine,9.51')", "(Mercury,336.050,(p)) (H1,95.931,(p)) (trine,7.13')", "(Mercury,336.609,(p)) (H1,96.592,(p)) (trine,1.07')", '4', "(Mercury,337.618,(p)) (H7,277.695,(p)) (sextile,4.60')\n(Jupiter,37.729,(p)) (H7,277.695,(p)) (trine,2.07')", "(Saturn,43.337,(r)) (H8,313.482,(p)) (square,8.69')", "(Mercury,339.229,(p)) (H1,99.295,(p)) (trine,3.96')\n(Uranus,317.850,(c)) (H3,137.881,(c)) (opposition,1.82')", '8', "(H10,8.421,(r)) (Sun,8.591,(p)) (conjunction,10.24')\n(Mercury,340.804,(p)) (H1,100.729,(p)) (trine,4.48')", "(Mars,21.431,(r)) (POF,21.502,(p)) (conjunction,4.25')\n(H10,8.421,(r)) (Mars,8.275,(c)) (conjunction,8.75')", "(Mercury,341.238,(p)) (H7,281.107,(p)) (sextile,7.82')", '12', '13', "(Mercury,346.696,(c)) (H10,346.638,(c)) (conjunction,3.44')", '15', '16', '17', "(Moon,103.794,(c)) (H10,343.861,(c)) (trine,4.02')", "(H1,85.842,(r)) (Sun,325.794,(c)) (trine,2.91')", '20', "(H1,85.842,(r)) (Sun,325.705,(c)) (trine,8.22')", 20]
['2000-03-11 08:29:52', '0', '1', "(H10,322.463,(r)) (Moon,262.156,(c)) (sextile,18.42')", "(Jupiter,34.718,(r)) (H10,334.611,(p)) (sextile,6.43')\n(Mean_Node,120.666,(p)) (H9,300.842,(p)) (opposition,10.55')\n(Sun,338.295,(c)) (H9,278.203,(c)) (sextile,5.55')", '4', "(Sun,337.010,(c)) (H3,97.080,(c)) (trine,4.22')\n(Sun,337.010,(c)) (H7,217.110,(c)) (trine,6.02')", '6', "(H10,322.463,(r)) (POF,322.473,(p)) (conjunction,0.59')\n(Moon,215.007,(c)) (H3,95.461,(c)) (trine,27.24')\n(Venus,307.751,(c)) (H10,307.592,(c)) (conjunction,9.58')", "(Neptune,305.172,(c)) (H1,35.307,(c)) (square,8.12')", '9', "(Mars,8.185,(c)) (H12,8.034,(c)) (conjunction,9.05')", "(POF,113.142,(r)) (Moon,292.836,(p)) (opposition,18.39')\n(H3,109.416,(r)) (Venus,349.534,(p)) (trine,7.07')", "(Mercury,333.427,(r)) (H1,63.550,(p)) (square,7.39')", "(Pluto,252.822,(p)) (H4,162.686,(p)) (square,8.14')\n(Mean_Node,121.341,(r)) (H7,211.230,(c)) (square,6.70')", "(Pluto,252.897,(r)) (H10,342.941,(p)) (square,2.65')\n(Pluto,252.820,(p)) (H10,342.941,(p)) (square,7.30')", "(Jupiter,30.605,(c)) (H1,30.598,(c)) (conjunction,0.43')", '16', '17', '18', '19', '20', "(H10,322.463,(r)) (Moon,82.065,(c)) (trine,23.84')", 20]
['2000-03-11 10:58:47', "(H3,147.949,(r)) (Mars,28.101,(p)) (trine,9.09')\n(Uranus,318.706,(r)) (H3,138.818,(c)) (opposition,6.71')", '1', '2', '3', '4', '5', '6', "(Mercury,346.408,(c)) (H10,346.242,(c)) (conjunction,9.95')\n(Venus,307.879,(c)) (H1,67.878,(c)) (trine,0.09')", '8', "(Uranus,319.532,(p)) (H10,19.644,(p)) (sextile,6.75')", '10', "(Moon,189.531,(c)) (H3,129.919,(c)) (sextile,23.25')", "(Mars,21.419,(r)) (H10,21.281,(p)) (conjunction,8.32')\n(Mars,35.560,(p)) (POF,35.715,(p)) (conjunction,9.31')\n(Pluto,252.897,(r)) (H10,342.832,(c)) (square,3.90')\n(Pluto,252.748,(c)) (H10,342.832,(c)) (square,5.07')", '13', "(Mercury,333.389,(r)) (H1,63.372,(c)) (square,1.03')", '15', "(Sun,351.179,(r)) (H9,351.105,(p)) (conjunction,4.44')\n(Jupiter,39.550,(p)) (H1,99.470,(p)) (sextile,4.85')", '17', '18', "(Mean_Node,122.675,(c)) (H3,122.671,(c)) (conjunction,0.24')", "(H10,2.346,(r)) (Mars,2.319,(c)) (conjunction,1.63')\n(Mean_Node,122.680,(c)) (H3,122.588,(c)) (conjunction,5.52')", "(Mean_Node,122.680,(c)) (H3,122.585,(c)) (conjunction,5.69')", 17]
['2000-03-11 06:47:35', "(Mercury,333.454,(r)) (H7,213.337,(p)) (trine,7.03')\n(Jupiter,34.703,(r)) (POF,214.689,(p)) (opposition,0.86')\n(Uranus,318.697,(r)) (H7,198.650,(c)) (trine,2.81')", '1', '2', "(Mercury,336.468,(p)) (H1,36.313,(p)) (sextile,9.30')", '4', "(Mercury,337.463,(p)) (H3,97.313,(p)) (trine,8.95')\n(Mercury,337.463,(p)) (H7,217.329,(p)) (trine,7.99')", "(Moon,222.477,(c)) (H8,222.222,(c)) (conjunction,15.31')", "(Mercury,339.055,(p)) (H3,98.874,(p)) (trine,10.86')", '8', "(Uranus,318.697,(r)) (POF,318.579,(p)) (conjunction,7.05')", "(Uranus,318.697,(r)) (POF,318.803,(p)) (conjunction,6.35')", '11', '12', '13', '14', '15', "(Moon,344.721,(p)) (H9,284.287,(p)) (sextile,26.05')\n(Moon,127.099,(c)) (H1,7.453,(c)) (trine,21.27')", '17', "(Uranus,318.697,(r)) (H10,318.638,(p)) (conjunction,3.52')", "(H1,26.070,(r)) (Moon,26.571,(p)) (conjunction,30.07')\n(Uranus,319.839,(p)) (H10,319.839,(p)) (conjunction,0.02')\n(Jupiter,34.703,(r)) (H10,274.872,(c)) (trine,10.10')\n(H3,85.523,(r)) (Sun,325.601,(c)) (trine,4.68')", '20', "(Uranus,319.842,(p)) (H10,319.920,(p)) (conjunction,4.68')\n(Jupiter,34.703,(r)) (H10,274.793,(c)) (trine,5.39')\n(H3,85.523,(r)) (Sun,325.513,(c)) (trine,0.63')", 20]
['2000-03-11 05:46:00', "(Uranus,319.140,(p)) (H3,78.972,(p)) (trine,10.06')", "(Mean_Node,121.347,(r)) (H9,241.444,(c)) (trine,5.79')", "(Mean_Node,121.347,(r)) (H9,241.230,(c)) (trine,7.05')\n(H1,12.327,(r)) (Venus,312.416,(c)) (sextile,5.31')\n(Jupiter,32.342,(c)) (H10,272.382,(c)) (trine,2.38')", "(H9,251.453,(r)) (Moon,251.687,(c)) (conjunction,14.05')\n(H9,251.453,(r)) (Venus,311.466,(c)) (sextile,0.75')", '4', '5', '6', '7', '8', "(H1,12.327,(r)) (Moon,192.353,(c)) (opposition,1.55')", '10', "(Venus,327.228,(r)) (H4,87.201,(c)) (trine,1.68')", '12', '13', '14', "(H1,12.327,(r)) (Moon,132.131,(c)) (trine,11.76')", '16', '17', '18', "(Sun,350.962,(r)) (H1,350.899,(c)) (conjunction,3.81')", "(Sun,350.962,(r)) (H1,350.825,(c)) (conjunction,8.27')", "(Sun,350.962,(r)) (H1,350.822,(c)) (conjunction,8.41')\n(Moon,80.424,(c)) (H10,260.605,(c)) (opposition,10.85')", 14]
['2000-03-11 15:10:47', "(H3,220.235,(r)) (Mercury,340.315,(c)) (trine,4.83')", "(Moon,268.363,(c)) (H9,28.229,(c)) (trine,8.08')", '2', '3', "(Saturn,44.761,(p)) (POF,44.681,(p)) (conjunction,4.84')", "(Jupiter,34.775,(r)) (POF,34.703,(c)) (conjunction,4.31')", '6', "(H10,67.144,(r)) (Sun,7.130,(p)) (sextile,0.88')", '8', "(Sun,351.354,(r)) (H10,51.387,(c)) (sextile,1.96')", '10', '11', '12', '13', '14', "(Moon,137.836,(c)) (H3,197.308,(c)) (sextile,31.67')", "(Mean_Node,121.327,(r)) (H9,61.202,(p)) (sextile,7.49')", "(Uranus,319.797,(p)) (H12,139.641,(p)) (opposition,9.33')", "(Mercury,345.200,(c)) (H10,45.195,(c)) (sextile,0.31')", "(H3,220.235,(r)) (Jupiter,40.291,(p)) (opposition,3.40')\n(Mercury,344.070,(c)) (H10,43.931,(c)) (sextile,8.35')", "(H3,220.235,(r)) (Mars,40.174,(p)) (opposition,3.65')", "(H3,220.235,(r)) (Jupiter,40.311,(p)) (opposition,4.61')\n(Mercury,343.986,(c)) (H10,43.845,(c)) (sextile,8.44')", 15]
['2000-03-11 08:22:08', "(Moon,55.685,(r)) (H3,115.548,(p)) (sextile,8.20')", '1', '2', '3', '4', '5', "(H8,256.181,(r)) (Venus,346.150,(p)) (square,1.85')", '7', '8', "(H3,107.559,(r)) (Moon,287.670,(p)) (opposition,6.65')", '10', '11', '12', '13', "(Mercury,333.429,(r)) (H1,63.557,(p)) (square,7.66')", '15', "(Venus,299.935,(c)) (H10,299.827,(c)) (conjunction,6.46')", '17', "(Moon,9.531,(p)) (H3,129.291,(p)) (trine,14.38')\n(Sun,326.973,(c)) (H1,27.031,(c)) (sextile,3.48')", '19', '20', '21', 7]
['2000-03-11 08:51:12', "(Sun,0.074,(p)) (H7,240.179,(p)) (trine,6.28')\n(Moon,182.500,(p)) (H3,122.800,(p)) (sextile,18.03')\n(Jupiter,36.616,(p)) (H4,156.677,(p)) (trine,3.65')\n(Mean_Node,121.341,(r)) (POF,1.329,(c)) (trine,0.71')", '1', "(Mercury,343.596,(c)) (H1,43.445,(c)) (sextile,9.07')", '3', "(Saturn,42.136,(c)) (H1,41.998,(c)) (conjunction,8.31')", '5', "(Pluto,252.867,(p)) (H4,162.697,(p)) (square,10.20')\n(Moon,223.545,(c)) (H4,133.516,(c)) (square,1.73')", "(Venus,327.387,(r)) (POF,327.245,(p)) (conjunction,8.55')", '8', '9', "(Saturn,43.327,(r)) (H12,43.288,(p)) (conjunction,2.35')", "(H7,233.072,(r)) (Moon,293.012,(p)) (sextile,3.64')", '12', '13', "(Neptune,305.685,(r)) (H1,35.699,(c)) (square,0.88')", '15', "(Jupiter,34.721,(r)) (H9,274.802,(c)) (trine,4.89')", "(Mars,3.418,(c)) (H3,93.342,(c)) (square,4.53')", "(Mercury,333.422,(r)) (H1,33.444,(c)) (sextile,1.32')", "(H10,327.991,(r)) (Moon,27.775,(p)) (sextile,12.98')", '20', '21', 16]
['2000-03-11 07:04:31', '0', '1', '2', "(Uranus,318.697,(r)) (H9,258.578,(c)) (sextile,7.14')", '4', '5', "(Saturn,44.884,(p)) (H4,134.846,(p)) (square,2.26')", '7', '8', "(Moon,54.930,(r)) (POF,234.916,(c)) (opposition,0.89')", '10', "(Venus,327.296,(r)) (POF,327.409,(p)) (conjunction,6.77')", "(Pluto,252.897,(r)) (H9,253.006,(c)) (conjunction,6.54')", '13', '14', '15', '16', "(Uranus,318.697,(r)) (H1,48.764,(p)) (square,4.00')", '18', "(Sun,351.017,(r)) (H3,111.033,(p)) (trine,0.95')", '20', "(Sun,351.017,(r)) (H3,111.110,(p)) (trine,5.59')", 8]
['2000-03-11 11:39:36', '0', "(H9,339.493,(r)) (Moon,219.659,(p)) (trine,9.93')\n(Moon,219.659,(p)) (H1,100.142,(p)) (trine,29.02')\n(H9,339.493,(r)) (Sun,339.448,(c)) (conjunction,2.69')", '2', "(POF,156.468,(r)) (Mercury,336.619,(p)) (opposition,9.06')", '4', '5', "(Uranus,318.707,(r)) (H8,318.720,(p)) (conjunction,0.79')", "(H1,90.070,(r)) (Moon,269.935,(p)) (opposition,8.13')", "(H8,303.455,(r)) (Mars,33.401,(p)) (square,3.27')", "(Moon,195.608,(c)) (H1,75.426,(c)) (trine,10.94')", '10', '11', '12', '13', '14', "(H3,159.493,(r)) (Jupiter,39.469,(p)) (trine,1.45')\n(Sun,351.208,(r)) (H10,351.166,(c)) (conjunction,2.47')", "(Jupiter,34.745,(r)) (H10,34.914,(p)) (conjunction,10.17')\n(H9,339.493,(r)) (Jupiter,39.557,(p)) (sextile,3.83')", '17', "(Sun,351.208,(r)) (H1,111.231,(p)) (trine,1.41')", "(H1,90.070,(r)) (Jupiter,30.049,(c)) (sextile,1.29')", '20', "(H1,90.070,(r)) (Jupiter,30.034,(c)) (sextile,2.15')", 15]
['2000-03-11 06:54:31', "(Jupiter,34.704,(r)) (H3,94.695,(p)) (sextile,0.58')\n(Jupiter,34.704,(r)) (H7,214.860,(p)) (opposition,9.32')\n(Sun,351.010,(r)) (H4,110.863,(c)) (trine,8.83')", "(Moon,217.152,(p)) (H1,37.024,(p)) (opposition,7.69')\n(Moon,217.152,(p)) (H9,276.989,(p)) (sextile,9.82')\n(Jupiter,37.187,(p)) (H1,37.024,(p)) (conjunction,9.75')\n(Uranus,318.071,(c)) (H1,17.928,(c)) (sextile,8.57')", "(Jupiter,37.240,(p)) (H1,37.220,(p)) (conjunction,1.22')\n(Jupiter,37.240,(p)) (H9,277.197,(p)) (trine,2.61')", '3', '4', '5', '6', "(H1,27.605,(r)) (Moon,267.599,(p)) (trine,0.36')\n(H3,87.111,(r)) (Moon,267.599,(p)) (opposition,29.30')", "(Saturn,43.319,(r)) (H10,313.250,(p)) (square,4.18')", "(Moon,192.986,(c)) (H1,13.046,(c)) (opposition,3.58')", '10', '11', '12', '13', '14', '15', "(Uranus,318.697,(r)) (H10,318.746,(p)) (conjunction,2.92')\n(Moon,344.783,(p)) (H1,45.308,(p)) (sextile,31.47')", '17', '18', "(H3,87.111,(r)) (Moon,26.639,(p)) (sextile,28.34')", '20', "(H1,27.605,(r)) (Moon,27.871,(p)) (conjunction,15.93')\n(H10,298.790,(r)) (Venus,358.623,(p)) (sextile,9.98')", 18]
